baseline_commit,container,stable_locator,surface,token,classification,disposition,new_value,context_sha256
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,index.html,manual-page-105:L7090#token-2,search-metadata,r-06,unrelated/other-entry,repair-failure-to-test-reference,R-05,b31fbb263762f89e995d92150764fd3c1fbe625e2b535262f14faa0c4339f2e6
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,index.html,manual-page-105:L7116#token-1,visible-text,R-06,unrelated/other-entry,repair-failure-to-test-reference,R-05,69c3b12d0fd00391fb30408c2504b0efc99d877f9a50b701d55f5e2ed69e9df5
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,index.html,manual-page-105:L7117#token-1,visible-text,R-06,unrelated/other-entry,repair-failure-to-test-reference,R-05,c6b6a3a642abdd076e04ebb2624ee2ce5de20549b85027ab5152da90f967e4f1
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,index.html,manual-page-267:L16661#token-1,search-metadata,r-06,competing-hypotheses,replace-semantic-reference,R-07,d49aa5b0389ad602b4ecc56e8f5cf1e706032817747fbc2404bcb4f13f087e47
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,index.html,manual-page-267:L16709#token-1,visible-text,R-06,competing-hypotheses,replace-semantic-reference,R-07,430ee4c54d2928696e134ed84a6ebf457129deddaa57bdbebe7f251d15f6682f
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,index.html,manual-page-307:L19035#token-1,search-metadata,r-06,unrelated/other-entry,repair-failure-to-test-reference,R-05,002f84d7bcd067d9f8adcc8808388f2430607d0eaf899981216a91f1f6e384ae
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,index.html,manual-page-307:L19068#token-1,visible-text,R-06,unrelated/other-entry,repair-failure-to-test-reference,R-05,c6d252d9a1a5e74d9edff45659759be1bfa1a108d5cfb186d46780c87c952cfb
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tests/test_audit_editorial_lineage.py,tests/test_audit_editorial_lineage.py:L13#token-1,repository-text,R-10,source-of-truth,replace-pre-state-gate-with-post-state-gate,post-state assertion,7655df8bc52908cf232f6acd2dd2cc00dad991c456b11f66c88585cd230a4c42
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tests/test_audit_editorial_lineage.py,tests/test_audit_editorial_lineage.py:L13#token-2,repository-text,R-07,source-of-truth,replace-pre-state-gate-with-post-state-gate,post-state assertion,295ff86f9aa87eaad3e0467b13acdce703612eaba68a8966299ee37225035fb7
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tests/test_audit_editorial_lineage.py,tests/test_audit_editorial_lineage.py:L14#token-1,repository-text,R-10,competing-hypotheses,replace-pre-state-gate-with-post-state-gate,post-state assertion,7ca12a97ca8bca4c1e1489195affbcfe672ada84c064c64c2ad18f6e9675076a
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tests/test_audit_editorial_lineage.py,tests/test_audit_editorial_lineage.py:L14#token-2,repository-text,R-07,competing-hypotheses,replace-pre-state-gate-with-post-state-gate,post-state assertion,29187deffd13cef23cc5137e86ca08ed3e732fe6fca678ae8719a0652cf2b264
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tests/test_audit_editorial_lineage.py,tests/test_audit_editorial_lineage.py:L14#token-3,repository-text,R-10,competing-hypotheses,replace-pre-state-gate-with-post-state-gate,post-state assertion,0b83794c996037a4ac5c828808885f8cb413a2f051d9253e5c67c70fc36bb446
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tests/test_audit_editorial_lineage.py,tests/test_audit_editorial_lineage.py:L14#token-4,repository-text,R-06,source-of-truth,replace-pre-state-gate-with-post-state-gate,post-state assertion,e6faea7049adb25b537ec60ee5cea05bcbe286d93ccb03d04c24926d38e962a2
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tests/test_audit_editorial_lineage.py,tests/test_audit_editorial_lineage.py:L14#token-5,repository-text,R-07,source-of-truth,replace-pre-state-gate-with-post-state-gate,post-state assertion,d4d080aa6e1c09bc96ed1d78961d5e5380065e3262bc6ec473d4f2bf2f54825d
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tests/test_audit_editorial_lineage.py,tests/test_audit_editorial_lineage.py:L15#token-1,repository-text,R-06,competing-hypotheses,replace-pre-state-gate-with-post-state-gate,post-state assertion,332df249ea270408807ded0a9c67714d913f119e62d04d04e4667b4a6cb1d381
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tests/test_audit_editorial_lineage.py,tests/test_audit_editorial_lineage.py:L16#token-1,repository-text,R-07,source-of-truth,replace-pre-state-gate-with-post-state-gate,post-state assertion,fa64151bde836b94a09aa37a21c1a75a365757853f3d1de86bcf77849a04ae14
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tests/test_audit_editorial_lineage.py,tests/test_audit_editorial_lineage.py:L37#token-1,repository-text,R-06,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,a16769391f61477bb18ea55ea47db8d67ef60cfedecd9c2fcfa3d95e4d40c103
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tests/test_audit_editorial_lineage.py,tests/test_audit_editorial_lineage.py:L37#token-2,repository-text,R-07,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,a16769391f61477bb18ea55ea47db8d67ef60cfedecd9c2fcfa3d95e4d40c103
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tests/test_audit_editorial_lineage.py,tests/test_audit_editorial_lineage.py:L38#token-1,repository-text,R-07,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,b1230376098a53d38802b4ccda214fc3d4a444bb790e0b1c44e429ee30cea474
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tests/test_audit_editorial_lineage.py,tests/test_audit_editorial_lineage.py:L38#token-2,repository-text,R-10,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,b1230376098a53d38802b4ccda214fc3d4a444bb790e0b1c44e429ee30cea474
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tests/test_audit_editorial_lineage.py,tests/test_audit_editorial_lineage.py:L41#token-1,repository-text,R-06,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,9f3dab6b7a930fc60e738939745972e328a120413f30dddd38408839ab31ca37
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tests/test_audit_editorial_lineage.py,tests/test_audit_editorial_lineage.py:L42#token-1,repository-text,R-07,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,b5a4c96e915c82584cab979468c613fc3e781b9f0c02e986f2983a42ebc83e16
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tests/test_audit_editorial_lineage.py,tests/test_audit_editorial_lineage.py:L43#token-1,repository-text,R-10,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,2a6f619a2caed2b0523fe6be77b0d0604e669c06df9a2e6f1c37ee4eae81e4f2
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tests/test_audit_editorial_lineage.py,tests/test_audit_editorial_lineage.py:L44#token-1,repository-text,R-10,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,89d79420e0cd6f1eeb954c1452b407e453ae6811350dcec1a65a5577dc082655
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tests/test_audit_editorial_lineage.py,tests/test_audit_editorial_lineage.py:L47#token-1,repository-text,R-06,competing-hypotheses,replace-pre-state-gate-with-post-state-gate,post-state assertion,2ec4bfadb0173006772c072cb83c24eea948ea24943934961affd5aca1e8fe81
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tests/test_audit_editorial_lineage.py,tests/test_audit_editorial_lineage.py:L57#token-1,repository-text,R-06,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,82a04165a5df66b4ff6c477c68fb2c5893fa1f78ee34820d5a8c5c1563fe5315
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tests/test_audit_editorial_lineage.py,tests/test_audit_editorial_lineage.py:L58#token-1,repository-text,R-10,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,c21bd59151215feb171726af7fd3a5a17344d67cc0529849b1bc1e68b0842943
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L2#token-1,repository-text,R-06,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,9cc5336544e3a6c699b49834af5fb513f49a135df3109be656a60321edbc92ec
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L2#token-2,repository-text,R-07,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,9cc5336544e3a6c699b49834af5fb513f49a135df3109be656a60321edbc92ec
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L2#token-3,repository-text,R-10,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,9cc5336544e3a6c699b49834af5fb513f49a135df3109be656a60321edbc92ec
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L23#token-1,repository-text,R-06,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,8ec7abb7d7317a54e0bdcb430acbfbcb5c6afe04349f070c3b1a180194f437e2
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L23#token-2,repository-text,R-07,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,8ec7abb7d7317a54e0bdcb430acbfbcb5c6afe04349f070c3b1a180194f437e2
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L23#token-3,repository-text,R-10,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,8ec7abb7d7317a54e0bdcb430acbfbcb5c6afe04349f070c3b1a180194f437e2
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L154#token-1,repository-text,R-06,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,8bdd8eb7ba8f6bebaa5df8779e14047ff082cf7ae6492a584fe59ab290ebb155
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L159#token-1,repository-text,R-07,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,44c734250fff7cc61843d5e83abd1780347b497a1b29530140f40a1328d221aa
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L164#token-1,repository-text,R-10,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,0da8d0dc9713a710b67022f872030d4a4774240038019fe11a701ebf11e35f52
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L170#token-1,repository-text,R-10,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,f2a265e794a28b1034a7d06c9d49c362a1c607763b3815b9be42d1e7dbe324b9
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L174#token-1,repository-text,r-07,competing-hypotheses,replace-pre-state-gate-with-post-state-gate,post-state assertion,c6a2ae7bb10edead562626179160ff8b9fde6f373a250d65c02d408f2e7c115a
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L175#token-1,repository-text,r-10,source-of-truth,replace-pre-state-gate-with-post-state-gate,post-state assertion,f7c7f2c293ea833e0848541d4a3d3e45c6c198a146fe10ad1000306561694010
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L193#token-1,repository-text,R-06,competing-hypotheses,replace-pre-state-gate-with-post-state-gate,post-state assertion,15e7605cc4314dc2109121e259db602cfaa76a96500e45dfdaa00b4972c920c1
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L193#token-2,repository-text,R-07,competing-hypotheses,replace-pre-state-gate-with-post-state-gate,post-state assertion,15e7605cc4314dc2109121e259db602cfaa76a96500e45dfdaa00b4972c920c1
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L193#token-3,repository-text,R-07,source-of-truth,replace-pre-state-gate-with-post-state-gate,post-state assertion,9f79de95ebd5ad8ac096aa811efc5a4b34cf3faf5c674e9f686395b16a5e4f19
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L193#token-4,repository-text,R-10,source-of-truth,replace-pre-state-gate-with-post-state-gate,post-state assertion,3a0c878a7da98aa41e569fad27120c27e2347837ca131b8bbd0c6e037dcdad32
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L194#token-1,repository-text,R-10,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,269590472d89b2c9ef4befbe9b65fc02edad26620ce2a7989a0c4c215ce32f30
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L194#token-2,repository-text,R-10,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,ad86c4d4e271c191f937332fef02cc6249cc5d874949a3ff9a2b50c302c3d525
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L196#token-1,repository-text,R-06,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,87410932219fc445729ffaec189d007b5e8e66df7d8795007497a26cc75d00c9
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L196#token-2,repository-text,R-07,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,87410932219fc445729ffaec189d007b5e8e66df7d8795007497a26cc75d00c9
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L196#token-3,repository-text,R-10,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,87410932219fc445729ffaec189d007b5e8e66df7d8795007497a26cc75d00c9
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L230#token-1,repository-text,R-06,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,6d8bde0a8654c37b9e93f35dc167b5af068f1fbdc2410e5a9d2e17a3d7f2e3bd
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L230#token-2,repository-text,R-07,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,6d8bde0a8654c37b9e93f35dc167b5af068f1fbdc2410e5a9d2e17a3d7f2e3bd
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L230#token-3,repository-text,R-10,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,6d8bde0a8654c37b9e93f35dc167b5af068f1fbdc2410e5a9d2e17a3d7f2e3bd
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L245#token-1,repository-text,R-06,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,e91b8097ed05143736b762fda50ae50f6dffd2cea0514e8290dcc7a6c2b25346
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L245#token-2,repository-text,R-07,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,e91b8097ed05143736b762fda50ae50f6dffd2cea0514e8290dcc7a6c2b25346
410e8b46e8f50b9dbfc8d2c37358818722c9b9c2,tools/audit_editorial_lineage.py,tools/audit_editorial_lineage.py:L245#token-3,repository-text,R-10,historical-provenance,replace-pre-state-gate-with-post-state-gate,post-state assertion,e91b8097ed05143736b762fda50ae50f6dffd2cea0514e8290dcc7a6c2b25346
